Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EmployeeCount;EmployeeNumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager;HourIncome
47;No;Travel_Frequently;1309;Sales;4;1;Medical;1;467;2;Male;99;3;2;Sales Representative;3;Single; R$ 2.976,00 ;25751;3;Y;No;19;3;1;80;0;5;3;3;0;0;0;0; R$ 16,91 
42;No;Travel_Rarely;810;Research & Development;23;5;Life Sciences;1;468;1;Female;44;3;4;Research Director;4;Single; R$ 15.992,00 ;15901;2;Y;No;14;3;2;80;0;16;2;3;1;0;0;0; R$ 90,86 
29;No;Non-Travel;746;Sales;2;3;Life Sciences;1;469;4;Male;61;3;2;Sales Executive;3;Married; R$ 4.649,00 ;16928;1;Y;No;14;3;1;80;1;4;3;2;4;3;0;2; R$ 26,41 
42;No;Travel_Rarely;544;Human Resources;2;1;Technical Degree;1;470;3;Male;52;3;1;Human Resources;3;Divorced; R$ 2.696,00 ;24017;0;Y;Yes;11;3;3;80;1;4;5;3;3;2;1;0; R$ 15,32 
32;No;Travel_Rarely;1062;Research & Development;2;3;Medical;1;471;3;Female;75;3;1;Laboratory Technician;2;Married; R$ 2.370,00 ;3956;1;Y;No;13;3;3;80;1;8;4;3;8;0;0;7; R$ 13,47 
48;No;Travel_Rarely;530;Sales;29;1;Medical;1;473;1;Female;91;3;3;Manager;3;Married; R$ 12.504,00 ;23978;3;Y;No;21;4;2;80;1;15;3;1;0;0;0;0; R$ 71,05 
37;No;Travel_Rarely;1319;Research & Development;6;3;Medical;1;474;3;Male;51;4;2;Research Scientist;1;Divorced; R$ 5.974,00 ;17001;4;Y;Yes;13;3;1;80;2;13;2;3;7;7;6;7; R$ 33,94 
30;No;Non-Travel;641;Sales;25;2;Technical Degree;1;475;4;Female;85;3;2;Sales Executive;3;Married; R$ 4.736,00 ;6069;7;Y;Yes;12;3;2;80;1;4;2;4;2;2;2;2; R$ 26,91 
26;No;Travel_Rarely;933;Sales;1;3;Life Sciences;1;476;3;Male;57;3;2;Sales Executive;3;Married; R$ 5.296,00 ;20156;1;Y;No;17;3;2;80;1;8;3;3;8;7;7;7; R$ 30,09 
42;No;Travel_Rarely;1332;Research & Development;2;4;Other;1;477;1;Male;98;2;2;Healthcare Representative;4;Single; R$ 6.781,00 ;17078;3;Y;No;23;4;2;80;0;14;6;3;1;0;0;0; R$ 38,53 
21;Yes;Travel_Frequently;756;Sales;1;1;Technical Degree;1;478;1;Female;99;2;1;Sales Representative;2;Single; R$ 2.174,00 ;9150;1;Y;Yes;11;3;3;80;0;3;3;3;3;2;1;2; R$ 12,35 
36;No;Non-Travel;845;Sales;1;5;Medical;1;479;4;Female;45;3;2;Sales Executive;4;Single; R$ 6.653,00 ;15276;4;Y;No;15;3;2;80;0;7;6;3;1;0;0;0; R$ 37,80 
36;No;Travel_Frequently;541;Sales;3;4;Medical;1;481;1;Male;48;2;3;Sales Executive;4;Married; R$ 9.699,00 ;7246;4;Y;No;11;3;1;80;1;16;2;3;13;9;1;12; R$ 55,11 
57;No;Travel_Rarely;593;Research & Development;1;4;Medical;1;482;4;Male;88;3;2;Healthcare Representative;3;Married; R$ 6.755,00 ;2967;2;Y;No;11;3;3;80;0;15;2;3;3;2;1;2; R$ 38,38 
40;No;Travel_Rarely;1171;Research & Development;10;4;Life Sciences;1;483;4;Female;46;4;1;Laboratory Technician;3;Married; R$ 2.213,00 ;22495;3;Y;Yes;13;3;3;80;1;10;3;3;7;7;1;7; R$ 12,57 
21;No;Non-Travel;895;Sales;9;2;Medical;1;484;1;Male;39;3;1;Sales Representative;4;Single; R$ 2.610,00 ;2851;1;Y;No;24;4;3;80;0;3;3;2;3;2;2;2; R$ 14,83 
33;Yes;Travel_Rarely;350;Sales;5;3;Marketing;1;485;4;Female;34;3;1;Sales Representative;3;Single; R$ 2.851,00 ;9150;1;Y;Yes;13;3;2;80;0;1;2;3;1;0;0;0; R$ 16,20 
37;No;Travel_Rarely;921;Research & Development;10;3;Medical;1;486;3;Female;98;3;1;Laboratory Technician;1;Married; R$ 3.452,00 ;17663;6;Y;No;20;4;2;80;1;17;3;3;5;4;0;3; R$ 19,61 
46;No;Non-Travel;1144;Research & Development;7;4;Medical;1;487;3;Female;30;3;2;Manufacturing Director;3;Married; R$ 5.258,00 ;16044;2;Y;No;14;3;3;80;0;7;2;4;1;0;0;0; R$ 29,88 
41;Yes;Travel_Frequently;143;Sales;4;3;Marketing;1;488;1;Male;56;3;2;Sales Executive;2;Single; R$ 9.355,00 ;9558;1;Y;No;18;3;3;80;0;8;5;3;8;7;7;7; R$ 53,15 
50;No;Travel_Rarely;1046;Research & Development;10;3;Technical Degree;1;491;4;Male;100;2;3;Healthcare Representative;4;Single; R$ 10.496,00 ;2755;6;Y;No;15;3;4;80;0;20;2;3;4;3;1;3; R$ 59,64 
40;Yes;Travel_Rarely;575;Sales;22;2;Marketing;1;492;3;Male;68;2;2;Sales Executive;3;Married; R$ 6.380,00 ;6110;2;Y;Yes;12;3;1;80;2;8;6;3;6;4;1;0; R$ 36,25 
31;No;Travel_Rarely;408;Research & Development;9;4;Life Sciences;1;493;3;Male;42;2;1;Research Scientist;2;Single; R$ 2.657,00 ;7551;0;Y;Yes;16;3;4;80;0;3;5;3;2;2;2;2; R$ 15,10 
21;Yes;Travel_Rarely;156;Sales;12;3;Life Sciences;1;494;3;Female;90;4;1;Sales Representative;2;Single; R$ 2.716,00 ;25422;1;Y;No;15;3;4;80;0;1;0;3;1;0;0;0; R$ 15,43 
29;No;Travel_Rarely;1283;Research & Development;23;3;Life Sciences;1;495;4;Male;54;3;1;Research Scientist;4;Single; R$ 2.201,00 ;18168;9;Y;No;16;3;4;80;0;6;4;3;3;2;1;2; R$ 12,51 
35;No;Travel_Rarely;755;Research & Development;9;4;Life Sciences;1;496;3;Male;97;2;2;Healthcare Representative;2;Single; R$ 6.540,00 ;19394;9;Y;No;19;3;3;80;0;10;5;3;1;1;0;0; R$ 37,16 
27;No;Travel_Rarely;1469;Research & Development;1;2;Medical;1;497;4;Male;82;3;1;Laboratory Technician;2;Divorced; R$ 3.816,00 ;17881;1;Y;No;11;3;2;80;1;5;2;3;5;2;0;4; R$ 21,68 
28;No;Travel_Rarely;304;Sales;9;4;Life Sciences;1;498;2;Male;92;3;2;Sales Executive;4;Single; R$ 5.253,00 ;20750;1;Y;No;16;3;4;80;0;7;1;3;7;5;0;7; R$ 29,85 
49;No;Travel_Rarely;1261;Research & Development;7;3;Other;1;499;2;Male;31;2;3;Healthcare Representative;3;Single; R$ 10.965,00 ;12066;8;Y;No;24;4;3;80;0;26;2;3;5;2;0;0; R$ 62,30 
51;No;Travel_Rarely;1178;Sales;14;2;Life Sciences;1;500;3;Female;87;3;2;Sales Executive;4;Married; R$ 4.936,00 ;14862;4;Y;No;11;3;3;80;1;18;2;2;7;7;0;7; R$ 28,05 
36;No;Travel_Rarely;329;Research & Development;2;3;Life Sciences;1;501;4;Female;96;3;1;Research Scientist;3;Married; R$ 2.543,00 ;11868;4;Y;No;13;3;2;80;1;6;3;3;2;2;2;2; R$ 14,45 
34;Yes;Non-Travel;1362;Sales;19;3;Marketing;1;502;1;Male;67;4;2;Sales Executive;4;Single; R$ 5.304,00 ;4652;8;Y;Yes;13;3;2;80;0;9;3;2;5;2;0;4; R$ 30,14 
55;No;Travel_Rarely;1311;Research & Development;2;3;Life Sciences;1;505;3;Female;97;3;4;Manager;4;Single; R$ 16.659,00 ;23258;2;Y;Yes;13;3;3;80;0;30;2;3;5;4;1;2; R$ 94,65 
24;No;Travel_Rarely;1371;Sales;10;4;Marketing;1;507;4;Female;77;3;2;Sales Executive;3;Divorced; R$ 4.260,00 ;5915;1;Y;Yes;12;3;4;80;1;5;2;4;5;2;0;3; R$ 24,20 
30;No;Travel_Rarely;202;Sales;2;1;Technical Degree;1;508;3;Male;72;3;1;Sales Representative;2;Married; R$ 2.476,00 ;17434;1;Y;No;18;3;1;80;1;1;3;3;1;0;0;0; R$ 14,07 
26;Yes;Travel_Frequently;575;Research & Development;3;1;Technical Degree;1;510;3;Male;73;3;1;Research Scientist;1;Single; R$ 3.102,00 ;6582;0;Y;No;22;4;3;80;0;7;2;3;6;4;0;4; R$ 17,63 
22;No;Travel_Rarely;253;Research & Development;11;3;Medical;1;511;1;Female;43;3;1;Research Scientist;2;Married; R$ 2.244,00 ;24440;1;Y;No;13;3;4;80;1;2;1;3;2;1;1;2; R$ 12,75 
36;No;Travel_Rarely;164;Sales;2;2;Medical;1;513;2;Male;61;2;3;Sales Executive;3;Married; R$ 7.596,00 ;3809;1;Y;No;13;3;2;80;2;10;2;3;10;9;9;0; R$ 43,16 
30;Yes;Travel_Frequently;464;Research & Development;4;3;Technical Degree;1;514;3;Male;40;3;1;Research Scientist;4;Single; R$ 2.285,00 ;3427;9;Y;Yes;23;4;3;80;0;3;4;3;1;0;0;0; R$ 12,98 
37;No;Travel_Rarely;1107;Research & Development;14;3;Life Sciences;1;515;4;Female;95;3;1;Laboratory Technician;1;Divorced; R$ 3.034,00 ;26914;1;Y;No;12;3;3;80;1;18;2;2;18;7;12;17; R$ 17,24 
40;No;Travel_Rarely;759;Sales;2;2;Marketing;1;516;4;Female;46;3;2;Sales Executive;2;Divorced; R$ 5.715,00 ;22553;7;Y;No;12;3;3;80;2;8;5;3;5;4;1;3; R$ 32,47 
42;No;Travel_Rarely;201;Research & Development;1;4;Life Sciences;1;517;2;Female;95;3;1;Laboratory Technician;1;Divorced; R$ 2.576,00 ;20490;3;Y;No;16;3;2;80;1;8;5;3;5;2;1;2; R$ 14,64 
37;No;Travel_Rarely;1305;Research & Development;10;4;Life Sciences;1;518;3;Male;49;3;2;Manufacturing Director;2;Single; R$ 4.197,00 ;21123;2;Y;Yes;12;3;4;80;0;18;2;2;1;0;0;1; R$ 23,85 
43;No;Travel_Rarely;982;Research & Development;12;3;Life Sciences;1;520;1;Male;59;2;4;Research Director;2;Divorced; R$ 14.336,00 ;4345;1;Y;No;11;3;3;80;1;25;3;3;25;10;3;9; R$ 81,45 
40;No;Travel_Rarely;555;Research & Development;2;3;Medical;1;521;2;Female;78;2;2;Laboratory Technician;3;Married; R$ 3.448,00 ;13436;6;Y;No;22;4;2;80;1;20;3;3;1;0;0;0; R$ 19,59 
54;No;Travel_Rarely;821;Research & Development;5;2;Medical;1;522;1;Male;86;3;5;Research Director;1;Married; R$ 19.406,00 ;8509;4;Y;No;11;3;3;80;1;24;4;2;4;2;1;2; R$ 110,26 
34;No;Non-Travel;1381;Sales;4;4;Marketing;1;523;3;Female;72;3;2;Sales Executive;3;Married; R$ 6.538,00 ;12740;9;Y;No;15;3;1;80;1;6;3;3;3;2;1;2; R$ 37,15 
31;No;Travel_Rarely;480;Research & Development;7;2;Medical;1;524;2;Female;31;3;2;Manufacturing Director;1;Married; R$ 4.306,00 ;4156;1;Y;No;12;3;2;80;1;13;5;1;13;10;3;12; R$ 24,47 
43;No;Travel_Frequently;313;Research & Development;21;3;Medical;1;525;4;Male;61;3;1;Laboratory Technician;4;Married; R$ 2.258,00 ;15238;7;Y;No;20;4;1;80;1;8;1;3;3;2;1;2; R$ 12,83 
43;No;Travel_Rarely;1473;Research & Development;8;4;Other;1;526;3;Female;74;3;2;Healthcare Representative;3;Divorced; R$ 4.522,00 ;2227;4;Y;Yes;14;3;4;80;0;8;3;3;5;2;0;2; R$ 25,69 
25;No;Travel_Rarely;891;Sales;4;2;Life Sciences;1;527;2;Female;99;2;2;Sales Executive;4;Single; R$ 4.487,00 ;12090;1;Y;Yes;11;3;2;80;0;5;3;3;5;4;1;3; R$ 25,49 
37;No;Non-Travel;1063;Research & Development;25;5;Medical;1;529;2;Female;72;3;2;Research Scientist;3;Married; R$ 4.449,00 ;23866;3;Y;Yes;15;3;1;80;2;15;2;3;13;11;10;7; R$ 25,28 
31;No;Travel_Rarely;329;Research & Development;1;2;Life Sciences;1;530;4;Male;98;2;1;Laboratory Technician;1;Married; R$ 2.218,00 ;16193;1;Y;No;12;3;3;80;1;4;3;3;4;2;3;2; R$ 12,60 
39;No;Travel_Frequently;1218;Research & Development;1;1;Life Sciences;1;531;2;Male;52;3;5;Manager;3;Divorced; R$ 19.197,00 ;8213;1;Y;Yes;14;3;3;80;1;21;3;3;21;8;1;6; R$ 109,07 
56;No;Travel_Frequently;906;Sales;6;3;Life Sciences;1;532;3;Female;86;4;4;Sales Executive;1;Married; R$ 13.212,00 ;18256;9;Y;No;11;3;4;80;3;36;0;2;7;7;7;7; R$ 75,07 
30;No;Travel_Rarely;1082;Sales;12;3;Technical Degree;1;533;2;Female;83;3;2;Sales Executive;3;Single; R$ 6.577,00 ;19558;0;Y;No;11;3;2;80;0;6;6;3;5;4;4;4; R$ 37,37 
41;No;Travel_Rarely;645;Sales;1;3;Marketing;1;534;2;Male;49;4;3;Sales Executive;1;Married; R$ 8.392,00 ;19566;1;Y;No;16;3;3;80;1;10;2;3;10;7;0;7; R$ 47,68 
28;No;Travel_Rarely;1300;Research & Development;17;2;Medical;1;536;3;Male;79;3;2;Laboratory Technician;1;Divorced; R$ 4.558,00 ;13535;1;Y;No;12;3;4;80;1;10;2;3;10;0;1;8; R$ 25,90 
25;Yes;Travel_Rarely;688;Research & Development;3;3;Medical;1;538;1;Male;91;3;1;Laboratory Technician;1;Married; R$ 4.031,00 ;9396;5;Y;No;13;3;3;80;1;6;5;3;2;2;0;2; R$ 22,90 
52;No;Travel_Rarely;319;Research & Development;3;3;Medical;1;543;4;Male;39;2;3;Manufacturing Director;3;Married; R$ 7.969,00 ;19609;2;Y;Yes;14;3;3;80;0;28;4;3;5;4;0;4; R$ 45,28 
45;No;Travel_Rarely;192;Research & Development;10;2;Life Sciences;1;544;1;Male;69;3;1;Research Scientist;4;Married; R$ 2.654,00 ;9655;3;Y;No;21;4;4;80;2;8;3;2;2;2;0;2; R$ 15,08 
52;No;Travel_Rarely;1490;Research & Development;4;2;Life Sciences;1;546;4;Female;30;3;4;Manager;4;Married; R$ 16.555,00 ;10310;2;Y;No;13;3;4;80;0;31;2;1;5;2;1;4; R$ 94,06 
42;No;Travel_Frequently;532;Research & Development;29;2;Life Sciences;1;547;1;Female;92;3;2;Research Scientist;3;Divorced; R$ 4.556,00 ;12932;2;Y;No;11;3;2;80;1;19;3;3;5;4;0;2; R$ 25,89 
30;No;Travel_Rarely;317;Research & Development;2;3;Life Sciences;1;548;3;Female;43;1;2;Manufacturing Director;4;Single; R$ 6.091,00 ;24793;2;Y;No;20;4;3;80;0;11;2;3;5;4;0;2; R$ 34,61 
60;No;Travel_Rarely;422;Research & Development;7;3;Life Sciences;1;549;1;Female;41;3;5;Manager;1;Married; R$ 19.566,00 ;3854;5;Y;No;11;3;4;80;0;33;5;1;29;8;11;10; R$ 111,17 
46;No;Travel_Rarely;1485;Research & Development;18;3;Medical;1;550;3;Female;87;3;2;Manufacturing Director;3;Divorced; R$ 4.810,00 ;26314;2;Y;No;14;3;3;80;1;19;5;2;10;7;0;8; R$ 27,33 
42;No;Travel_Frequently;1368;Research & Development;28;4;Technical Degree;1;551;4;Female;88;2;2;Healthcare Representative;4;Married; R$ 4.523,00 ;4386;0;Y;No;11;3;4;80;3;7;4;4;6;5;0;4; R$ 25,70 
24;Yes;Travel_Rarely;1448;Sales;1;1;Technical Degree;1;554;1;Female;62;3;1;Sales Representative;2;Single; R$ 3.202,00 ;21972;1;Y;Yes;16;3;2;80;0;6;4;3;5;3;1;4; R$ 18,19 
34;Yes;Travel_Frequently;296;Sales;6;2;Marketing;1;555;4;Female;33;1;1;Sales Representative;3;Divorced; R$ 2.351,00 ;12253;0;Y;No;16;3;4;80;1;3;3;2;2;2;1;0; R$ 13,36 
38;No;Travel_Frequently;1490;Research & Development;2;2;Life Sciences;1;556;4;Male;42;3;1;Laboratory Technician;4;Married; R$ 1.702,00 ;12106;1;Y;Yes;23;4;3;80;1;1;3;3;1;0;0;0; R$ 9,67 
40;No;Travel_Rarely;1398;Sales;2;4;Life Sciences;1;558;3;Female;79;3;5;Manager;3;Married; R$ 18.041,00 ;13022;0;Y;No;14;3;4;80;0;21;2;3;20;15;1;12; R$ 102,51 
26;No;Travel_Rarely;1349;Research & Development;23;3;Life Sciences;1;560;1;Female;90;3;1;Research Scientist;4;Divorced; R$ 2.886,00 ;3032;1;Y;No;22;4;2;80;2;3;3;1;3;2;0;2; R$ 16,40 
30;No;Non-Travel;1400;Research & Development;3;3;Life Sciences;1;562;3;Male;53;3;1;Laboratory Technician;4;Married; R$ 2.097,00 ;16734;4;Y;No;15;3;3;80;1;9;3;1;5;3;1;4; R$ 11,91 
29;No;Travel_Rarely;986;Research & Development;3;4;Medical;1;564;2;Male;93;2;3;Research Director;3;Married; R$ 11.935,00 ;21526;1;Y;No;18;3;3;80;0;10;2;3;10;2;0;7; R$ 67,81 
29;Yes;Travel_Rarely;408;Research & Development;25;5;Technical Degree;1;565;3;Female;71;2;1;Research Scientist;2;Married; R$ 2.546,00 ;18300;5;Y;No;16;3;2;80;0;6;2;4;2;2;1;1; R$ 14,47 
19;Yes;Travel_Rarely;489;Human Resources;2;2;Technical Degree;1;566;1;Male;52;2;1;Human Resources;4;Single; R$ 2.564,00 ;18437;1;Y;No;12;3;3;80;0;1;3;4;1;0;0;0; R$ 14,57 
30;No;Non-Travel;1398;Sales;22;4;Other;1;567;3;Female;69;3;3;Sales Executive;1;Married; R$ 8.412,00 ;2890;0;Y;No;11;3;3;80;0;10;3;3;9;8;7;8; R$ 47,80 
57;No;Travel_Rarely;210;Sales;29;3;Marketing;1;568;1;Male;56;2;4;Manager;4;Divorced; R$ 14.118,00 ;22102;3;Y;No;12;3;3;80;1;32;3;2;1;0;0;0; R$ 80,22 
50;No;Travel_Rarely;1099;Research & Development;29;4;Life Sciences;1;569;2;Male;88;2;4;Manager;3;Married; R$ 17.046,00 ;9314;0;Y;No;15;3;2;80;1;28;2;3;27;10;15;7; R$ 96,85 
30;No;Non-Travel;1116;Research & Development;2;3;Medical;1;571;3;Female;49;3;1;Laboratory Technician;4;Single; R$ 2.564,00 ;7181;0;Y;No;14;3;3;80;0;12;2;2;11;7;6;7; R$ 14,57 
60;No;Travel_Frequently;1499;Sales;28;3;Marketing;1;573;3;Female;80;2;3;Sales Executive;1;Married; R$ 10.266,00 ;2845;4;Y;No;19;3;4;80;0;22;5;4;18;13;13;11; R$ 58,33 
47;No;Travel_Rarely;983;Research & Development;2;2;Medical;1;574;1;Female;65;3;2;Manufacturing Director;4;Divorced; R$ 5.070,00 ;7389;5;Y;No;13;3;3;80;3;20;2;3;5;0;0;4; R$ 28,81 
46;No;Travel_Rarely;1009;Research & Development;2;3;Life Sciences;1;575;1;Male;51;3;4;Research Director;3;Married; R$ 17.861,00 ;2288;6;Y;No;13;3;3;80;0;26;2;1;3;2;0;1; R$ 101,48 
35;No;Travel_Rarely;144;Research & Development;22;3;Life Sciences;1;577;4;Male;46;1;1;Laboratory Technician;3;Single; R$ 4.230,00 ;19225;0;Y;No;15;3;3;80;0;6;2;3;5;4;4;3; R$ 24,03 
54;No;Travel_Rarely;548;Research & Development;8;4;Life Sciences;1;578;3;Female;42;3;2;Laboratory Technician;3;Single; R$ 3.780,00 ;23428;7;Y;No;11;3;3;80;0;19;3;3;1;0;0;0; R$ 21,48 
34;No;Travel_Rarely;1303;Research & Development;2;4;Life Sciences;1;579;4;Male;62;2;1;Research Scientist;3;Divorced; R$ 2.768,00 ;8416;3;Y;No;12;3;3;80;1;14;3;3;7;3;5;7; R$ 15,73 
46;No;Travel_Rarely;1125;Sales;10;3;Marketing;1;580;3;Female;94;2;3;Sales Executive;4;Married; R$ 9.071,00 ;11563;2;Y;Yes;19;3;3;80;1;15;3;3;3;2;1;2; R$ 51,54 
31;No;Travel_Rarely;1274;Research & Development;9;1;Life Sciences;1;581;3;Male;33;3;3;Manufacturing Director;2;Divorced; R$ 10.648,00 ;14394;1;Y;No;25;4;4;80;1;13;6;4;13;8;0;8; R$ 60,50 
33;Yes;Travel_Rarely;1277;Research & Development;15;1;Medical;1;582;2;Male;56;3;3;Manager;3;Married; R$ 13.610,00 ;24619;7;Y;Yes;12;3;4;80;0;15;2;4;7;6;7;7; R$ 77,33 
33;Yes;Travel_Rarely;587;Research & Development;10;1;Medical;1;584;1;Male;38;1;1;Laboratory Technician;4;Divorced; R$ 3.408,00 ;6705;7;Y;No;13;3;1;80;3;8;2;3;4;3;1;3; R$ 19,36 
30;No;Travel_Rarely;413;Sales;7;1;Marketing;1;585;4;Male;57;3;1;Sales Representative;2;Single; R$ 2.983,00 ;18398;0;Y;No;14;3;1;80;0;4;3;3;3;2;1;2; R$ 16,95 
35;No;Travel_Rarely;1276;Research & Development;16;3;Life Sciences;1;586;4;Male;72;3;3;Healthcare Representative;3;Married; R$ 7.632,00 ;14295;4;Y;Yes;12;3;3;80;0;10;2;3;8;7;0;0; R$ 43,36 
31;Yes;Travel_Frequently;534;Research & Development;20;3;Life Sciences;1;587;1;Male;66;3;3;Healthcare Representative;3;Married; R$ 9.824,00 ;22908;3;Y;No;12;3;1;80;0;12;2;3;1;0;0;0; R$ 55,82 
34;Yes;Travel_Frequently;988;Human Resources;23;3;Human Resources;1;590;2;Female;43;3;3;Human Resources;1;Divorced; R$ 9.950,00 ;11533;9;Y;Yes;15;3;3;80;3;11;2;3;3;2;0;2; R$ 56,53 
42;No;Travel_Frequently;1474;Research & Development;5;2;Other;1;591;2;Male;97;3;1;Laboratory Technician;3;Married; R$ 2.093,00 ;9260;4;Y;No;17;3;4;80;1;8;4;3;2;2;2;0; R$ 11,89 
36;No;Non-Travel;635;Sales;10;4;Medical;1;592;2;Male;32;3;3;Sales Executive;4;Single; R$ 9.980,00 ;15318;1;Y;No;14;3;4;80;0;10;3;2;10;3;9;7; R$ 56,70 
22;Yes;Travel_Frequently;1368;Research & Development;4;1;Technical Degree;1;593;3;Male;99;2;1;Laboratory Technician;3;Single; R$ 3.894,00 ;9129;5;Y;No;16;3;3;80;0;4;3;3;2;2;1;2; R$ 22,13 
48;No;Travel_Rarely;163;Sales;2;5;Marketing;1;595;2;Female;37;3;2;Sales Executive;4;Married; R$ 4.051,00 ;19658;2;Y;No;14;3;1;80;1;14;2;3;9;7;6;7; R$ 23,02 
55;No;Travel_Rarely;1117;Sales;18;5;Life Sciences;1;597;1;Female;83;3;4;Manager;2;Single; R$ 16.835,00 ;9873;3;Y;No;23;4;4;80;0;37;2;3;10;9;7;7; R$ 95,65 
41;No;Non-Travel;267;Sales;10;2;Life Sciences;1;599;4;Male;56;3;2;Sales Executive;4;Single; R$ 6.230,00 ;13430;7;Y;No;14;3;4;80;0;16;3;3;14;3;1;10; R$ 35,40 
35;No;Travel_Rarely;619;Sales;1;3;Marketing;1;600;2;Male;85;3;2;Sales Executive;3;Married; R$ 4.717,00 ;18659;9;Y;No;11;3;3;80;0;15;2;3;11;9;6;9; R$ 26,80 
40;No;Travel_Rarely;302;Research & Development;6;3;Life Sciences;1;601;2;Female;75;3;4;Manufacturing Director;3;Single; R$ 13.237,00 ;20364;7;Y;No;15;3;3;80;0;22;3;3;20;6;5;13; R$ 75,21 
39;No;Travel_Frequently;443;Research & Development;8;1;Life Sciences;1;602;3;Female;48;3;1;Laboratory Technician;3;Married; R$ 3.755,00 ;17872;1;Y;No;11;3;1;80;1;8;3;3;8;3;0;7; R$ 21,34 
31;No;Travel_Rarely;828;Sales;2;1;Life Sciences;1;604;2;Male;77;3;2;Sales Executive;4;Single; R$ 6.582,00 ;8346;4;Y;Yes;13;3;3;80;0;10;2;4;6;5;0;5; R$ 37,40 
42;No;Travel_Rarely;319;Research & Development;24;3;Medical;1;605;4;Male;56;3;3;Manufacturing Director;1;Married; R$ 7.406,00 ;6950;1;Y;Yes;21;4;4;80;1;10;5;2;10;9;5;8; R$ 42,08 
45;No;Travel_Rarely;561;Sales;2;3;Other;1;606;4;Male;61;3;2;Sales Executive;2;Married; R$ 4.805,00 ;16177;0;Y;No;19;3;2;80;1;9;3;4;8;7;3;7; R$ 27,30 
26;Yes;Travel_Frequently;426;Human Resources;17;4;Life Sciences;1;608;2;Female;58;3;1;Human Resources;3;Divorced; R$ 2.741,00 ;22808;0;Y;Yes;11;3;2;80;1;8;2;2;7;7;1;0; R$ 15,57 
29;No;Travel_Rarely;232;Research & Development;19;3;Technical Degree;1;611;4;Male;34;3;2;Manufacturing Director;4;Divorced; R$ 4.262,00 ;22645;4;Y;No;12;3;2;80;2;8;2;4;3;2;1;2; R$ 24,22 
33;No;Travel_Rarely;922;Research & Development;1;5;Medical;1;612;1;Female;95;4;4;Research Director;3;Divorced; R$ 16.184,00 ;22578;4;Y;No;19;3;3;80;1;10;2;3;6;1;0;5; R$ 91,95 
31;No;Travel_Rarely;688;Sales;7;3;Life Sciences;1;613;3;Male;44;2;3;Manager;4;Divorced; R$ 11.557,00 ;25291;9;Y;No;21;4;3;80;1;10;3;2;5;4;0;1; R$ 65,66 
18;Yes;Travel_Frequently;1306;Sales;5;3;Marketing;1;614;2;Male;69;3;1;Sales Representative;2;Single; R$ 1.878,00 ;8059;1;Y;Yes;14;3;4;80;0;0;3;3;0;0;0;0; R$ 10,67 
40;No;Non-Travel;1094;Sales;28;3;Other;1;615;3;Male;58;1;3;Sales Executive;1;Divorced; R$ 10.932,00 ;11373;3;Y;No;15;3;3;80;1;20;2;3;1;0;0;1; R$ 62,11 
41;No;Non-Travel;509;Research & Development;2;4;Other;1;616;1;Female;62;2;2;Healthcare Representative;3;Single; R$ 6.811,00 ;2112;2;Y;Yes;17;3;1;80;0;10;3;3;8;7;0;7; R$ 38,70 
26;No;Travel_Rarely;775;Sales;29;2;Medical;1;618;1;Male;45;3;2;Sales Executive;3;Divorced; R$ 4.306,00 ;4267;5;Y;No;12;3;1;80;2;8;5;3;0;0;0;0; R$ 24,47 
35;No;Travel_Rarely;195;Sales;1;3;Medical;1;620;1;Female;80;3;2;Sales Executive;3;Single; R$ 4.859,00 ;6698;1;Y;No;16;3;4;80;0;5;3;3;5;4;0;3; R$ 27,61 
34;No;Travel_Rarely;258;Sales;21;4;Life Sciences;1;621;4;Male;74;4;2;Sales Executive;4;Single; R$ 5.337,00 ;19921;1;Y;No;12;3;4;80;0;10;3;3;10;7;5;7; R$ 30,32 
26;Yes;Travel_Rarely;471;Research & Development;24;3;Technical Degree;1;622;3;Male;66;1;1;Laboratory Technician;4;Single; R$ 2.340,00 ;23213;1;Y;Yes;18;3;2;80;0;1;3;1;1;0;0;0; R$ 13,30 
37;No;Travel_Rarely;799;Research & Development;1;3;Technical Degree;1;623;2;Female;59;3;3;Manufacturing Director;4;Single; R$ 7.491,00 ;23848;4;Y;No;17;3;4;80;0;12;3;4;6;5;1;2; R$ 42,56 
46;No;Travel_Frequently;1034;Research & Development;18;1;Medical;1;624;1;Female;86;3;3;Healthcare Representative;3;Married; R$ 10.527,00 ;8984;5;Y;No;11;3;4;80;0;28;3;2;2;2;1;2; R$ 59,81 
41;No;Travel_Rarely;1276;Sales;2;5;Life Sciences;1;625;2;Female;91;3;4;Manager;1;Married; R$ 16.595,00 ;5626;7;Y;No;16;3;2;80;1;22;2;3;18;16;11;8; R$ 94,29 
